0.99950832	0.99997777
0.99948313	0.99994638
0.9994516	0.99988294
0.99941252	0.99976537
0.99936438	0.99956394
0.99930558	0.99924274
0.99923371	0.99876047
0.99914576	0.99807344
0.99903828	0.99714193
0.99890633	0.99592714
0.99874379	0.99439622
0.9985436	0.99252978
0.99829399	0.99029074
0.9979835	0.98767398
0.99759386	0.98464821
0.99710303	0.98119036
0.9964828	0.97727063
0.99569378	0.97283229
0.99469022	0.967829
0.99340755	0.96216747
0.99175821	0.95571499
0.98964617	0.94836552
0.98691819	0.93987916
0.98340905	0.93005865
0.97889184	0.91860395
0.97309865	0.90518891
0.96567921	0.88937431
0.95617683	0.87058548
0.9441427	0.84834325
0.92890223	0.82182267
0.90991137	0.79050242
0.88638158	0.7535107
0.85762688	0.71022286
0.82286267	0.65996124
0.78195805	0.60309986
0.73373414	0.53874972
0.67953391	0.46962702
0.61920152	0.3966628
